generation;avg-f1;avg-f2;avg-f3;sizepareto;time(ms);numberiterationfirstgenerationfixederror
1;1.65;2.84;10.93;
2;1.51;2.5;10.38;11
3;1.46;2.09;10.31;8
4;3.08;3.96;20.89;9
5;1.29;1.91;10.15;8
6;1.27;1.81;10.26;7
7;1.15;1.5;9.02;8
8;2.08;2.84;17.41;9
9;0.94;1.32;8.24;7
10;1.09;1.55;8.86;8
11;1.1;1.56;8.79;7
12;1.0;1.66;8.99;8
13;1.95;3.01;17.48;7
14;0.91;1.23;8.58;7
15;1.01;1.56;9.41;6
16;1.01;1.5;8.88;7
17;0.98;1.38;8.72;7
18;0.86;1.4;8.98;7
19;0.85;1.35;8.37;7
20;0.87;1.38;8.27;8
21;0.89;1.22;7.76;7
22;1.76;2.53;15.89;7
23;1.02;1.53;9.35;7
24;1.9;3.06;18.14;7
25;0.95;1.52;8.5;7
26;1.89;3.05;17.34;7
27;1.16;1.7;8.8;7
28;0.97;1.67;8.54;9
29;1.16;1.82;9.69;9
30;1.13;1.81;9.63;8
31;1.06;1.8;8.86;8
32;1.04;1.91;9.56;7
33;2.1;3.55;18.55;8
34;3.26;5.53;27.66;8
35;1.16;1.95;9.0;9
36;1.15;2.13;9.61;9
37;1.27;2.17;9.21;11
38;1.25;2.25;9.3;9
39;1.13;2.09;8.96;10
40;1.12;1.87;8.52;6
41;1.27;2.56;9.89;8
42;2.63;4.86;20.15;8
43;1.26;2.22;9.76;8
44;1.2;2.35;9.5;9
45;1.27;2.24;9.63;8
46;1.21;2.15;9.57;7
47;2.37;4.27;17.79;9
48;1.25;2.3;9.59;7
49;1.28;2.35;9.69;8
50;1.26;2.12;9.72;6
51;1.3;2.37;9.24;9
52;1.11;2.04;8.9;7
53;1.12;2.27;8.85;8
54;1.11;1.96;8.75;8
55;1.22;2.24;9.38;7
56;1.12;2.0;8.32;8
57;1.19;2.45;9.16;9
58;2.56;5.09;18.65;9
59;1.36;2.67;9.63;9
60;1.12;2.26;8.79;9
61;1.23;2.27;8.76;8
62;1.19;2.2;8.91;8
63;1.33;2.45;9.14;8
64;1.33;2.38;8.83;7
65;1.38;2.48;9.56;6
66;1.29;2.29;9.08;7
67;1.45;2.68;9.41;9
68;1.41;2.33;9.04;8
69;1.39;2.5;9.22;9
70;2.87;5.16;18.4;9
71;1.42;2.41;8.8;9
72;2.99;5.33;18.77;9
73;1.58;2.47;9.07;9
74;1.7;2.8;10.01;9
75;1.68;2.6;9.83;11
76;1.55;2.51;9.57;8
77;1.84;2.65;10.2;9
78;1.59;2.73;9.47;10
79;1.69;2.8;9.81;11
80;3.3;5.61;19.3;9
81;1.74;2.71;9.99;9
82;1.73;2.45;9.63;8
83;1.56;2.38;8.93;8
84;1.65;2.49;9.35;9
85;3.3;4.98;18.33;9
86;1.62;2.42;9.0;9
87;1.58;2.7;9.54;7
88;1.73;2.55;9.36;9
89;1.49;2.65;9.29;7
90;1.62;2.45;9.27;7
91;1.63;2.71;9.92;9
92;1.51;2.54;9.72;9
93;1.6;2.63;9.72;8
94;1.68;2.56;9.56;8
95;1.71;2.6;9.9;10
96;1.73;2.53;9.62;8
97;1.67;2.52;9.69;10
98;3.4;5.01;19.06;9
99;1.65;2.42;9.57;9
100;1.7;2.74;10.18;9
101;1.81;2.79;10.07;8
102;1.73;2.64;9.66;10
103;1.63;2.68;9.79;9
104;1.6;2.54;9.88;9
105;1.81;2.74;10.29;9
106;1.6;2.56;9.61;9
107;1.45;2.39;8.9;7
108;1.58;2.34;9.65;7
109;1.65;2.94;10.1;10
110;1.56;2.75;9.64;9
111;3.19;5.16;18.83;7
112;1.66;2.79;9.99;9
113;1.68;2.6;9.31;10
114;1.61;2.69;9.91;8
115;1.81;2.48;10.22;7
116;1.59;2.69;9.57;10
117;1.73;2.7;10.35;9
118;1.71;2.66;9.58;9
119;1.76;2.92;9.96;8
120;3.35;5.42;18.89;8
121;1.55;2.51;9.27;9
122;1.68;2.56;9.5;9
123;1.77;2.54;9.46;9
124;1.6;2.5;9.55;8
125;1.74;2.59;9.87;8
126;1.44;2.53;8.71;8
127;1.46;2.33;8.91;9
128;1.82;2.73;9.93;7
129;3.43;5.33;19.2;8
130;1.76;2.82;10.04;9
131;1.74;2.72;9.98;8
132;1.75;2.66;10.23;9
133;1.67;2.42;9.32;8
134;1.81;2.8;10.51;10
135;1.74;2.79;10.3;10
136;1.56;2.48;9.6;8
137;1.68;2.6;10.01;9
138;3.2;5.33;19.5;8
139;4.96;8.1;29.48;9
140;1.59;2.71;9.52;8
141;1.76;2.51;9.98;8
142;1.68;2.57;9.46;8
143;1.75;2.8;9.94;9
144;1.7;2.68;10.05;9
145;1.65;2.9;10.4;9
146;3.31;5.53;20.53;8
147;1.71;2.61;10.58;9
148;3.57;5.49;20.68;10
149;1.59;2.96;10.37;9
150;1.67;2.51;9.86;7
151;1.75;2.71;9.73;10
152;1.64;2.8;9.72;9
153;1.81;2.76;10.08;9
154;1.72;2.6;9.54;9
155;1.71;2.43;9.24;9
156;1.56;2.71;9.58;8
157;1.78;2.9;10.03;8
158;1.69;2.72;9.48;9
159;1.75;2.55;9.49;8
160;1.65;2.67;9.6;10
161;3.33;5.44;19.03;9
162;1.51;2.52;9.11;7
163;3.14;5.01;18.4;7
164;1.57;2.68;9.34;9
165;1.61;2.66;9.14;8
166;3.4;5.38;19.36;7
167;1.71;2.48;9.65;9
168;1.68;2.64;9.5;9
169;1.79;2.75;9.86;8
170;1.6;2.63;9.09;9
171;1.47;2.25;8.61;7
172;1.59;2.56;9.71;9
173;1.86;2.94;9.97;9
174;1.79;2.57;9.64;9
175;3.62;5.23;18.61;8
176;1.59;2.61;8.98;10
177;1.68;2.71;8.94;9
178;1.56;2.25;8.43;7
179;1.68;2.62;9.09;10
180;1.6;2.39;8.84;8
181;1.62;2.31;8.76;8
182;3.28;5.08;18.41;10
183;1.63;2.44;8.8;8
184;1.67;2.39;9.21;7
185;1.54;2.64;8.95;9
186;3.18;5.32;18.57;9
187;1.68;2.64;8.78;9
188;1.61;2.6;9.59;7
189;3.29;5.29;19.15;9
190;4.84;7.56;27.62;9
191;1.74;2.51;9.61;9
192;3.39;4.86;18.46;8
193;1.6;2.23;8.38;8
194;1.51;2.53;8.65;7
195;3.19;4.9;17.68;8
196;4.86;7.54;26.87;8
197;1.72;2.38;9.04;7
198;3.16;4.76;17.31;10
199;1.53;2.66;8.57;9
200;1.59;2.56;8.9;9
201;1.63;2.35;8.82;7
202;1.55;2.63;9.25;9
203;3.08;5.03;17.8;8
204;1.59;2.23;9.03;8
205;3.38;4.6;18.32;8
206;1.78;2.74;9.52;9
207;1.55;2.51;9.34;8
208;1.6;2.4;9.07;7
209;1.59;2.59;8.89;9
210;3.16;5.24;18.02;9
211;1.35;2.28;8.02;9
212;1.57;2.35;8.69;8
213;1.7;2.58;9.27;10
214;3.12;5.0;17.27;8
215;4.57;7.4;25.58;9
216;1.62;2.75;9.17;10
217;1.76;2.5;8.87;10
218;3.45;5.08;17.82;10
219;1.57;2.56;9.2;10
220;1.5;2.56;8.75;8
221;1.73;2.42;9.11;8
222;1.48;2.12;8.19;10
223;1.65;2.56;8.75;10
224;1.72;2.76;9.26;10
225;1.49;2.38;8.99;8
226;1.55;2.35;8.68;10
227;1.64;2.43;9.16;10
228;3.19;5.03;17.87;8
229;1.51;2.45;8.43;8
230;3.09;4.91;16.82;9
231;1.57;2.41;8.96;10
232;1.81;2.99;10.07;10
233;1.57;2.61;8.96;10
234;1.41;2.26;8.65;8
235;3.09;4.96;17.9;10
236;1.48;2.25;8.6;8
237;1.79;2.71;9.87;9
238;3.33;5.24;18.77;8
239;1.75;2.44;9.35;8
240;1.71;2.57;9.3;10
241;1.61;2.32;8.66;9
242;1.6;2.63;9.16;11
243;1.65;2.64;9.15;9
244;1.56;2.43;8.9;8
245;1.41;2.59;8.83;10
246;2.94;4.94;17.47;9
247;1.78;2.84;9.73;8
248;1.69;2.47;9.31;9
249;1.43;2.52;8.25;8
250;1.59;2.52;8.7;8
251;1.57;2.46;8.83;10
252;1.62;2.69;9.09;9
253;1.57;2.36;8.73;8
254;1.66;2.44;9.2;8
255;3.18;4.78;17.67;10
256;1.7;2.41;9.15;7
257;3.08;4.71;17.25;8
258;4.63;7.31;26.14;8
259;6.12;9.58;34.42;8
260;1.51;2.41;8.56;8
261;1.65;2.64;9.3;9
262;3.25;5.01;17.72;7
263;4.82;7.34;25.96;7
264;1.57;2.74;8.94;10
265;1.54;2.35;8.59;8
266;1.44;2.34;8.31;10
267;2.97;4.65;16.8;7
268;4.66;7.09;25.8;10
269;6.23;9.48;34.64;8
270;1.65;2.58;8.87;7
271;1.7;2.58;9.35;7
272;1.56;2.63;8.94;7
273;1.64;2.43;8.87;8
274;1.54;2.48;8.6;9
275;3.26;5.1;17.68;8
276;1.62;2.85;9.28;10
277;1.62;2.59;8.88;9
278;1.69;2.79;9.5;10
279;1.68;2.51;9.07;9
280;3.45;4.99;18.17;9
281;5.05;7.38;27.0;8
282;1.67;2.44;9.53;7
283;1.63;2.66;9.55;8
284;1.56;2.27;9.12;7
285;1.73;2.61;9.82;10
286;1.61;2.76;9.05;7
287;1.63;2.81;9.67;9
288;1.51;2.48;8.6;9
289;1.72;2.75;9.22;9
290;1.7;2.95;9.64;9
291;3.3;5.6;18.52;9
292;1.7;2.62;9.31;10
293;1.61;2.69;9.4;10
294;1.64;2.55;9.13;9
295;1.48;2.44;8.59;9
296;1.8;2.74;10.01;9
297;1.73;2.47;9.39;7
298;1.67;2.8;9.41;9
299;1.52;2.46;8.75;9
300;3.15;4.84;17.55;8
301;4.65;7.26;25.93;10
302;1.5;2.39;9.02;8
303;1.54;2.34;8.48;8
304;1.83;2.97;10.02;8
305;1.58;2.31;8.5;8
306;1.52;2.31;8.83;7
307;1.6;2.45;8.56;9
308;1.54;2.35;8.65;9
309;1.59;2.38;8.72;8
310;3.12;4.8;17.41;9
311;1.58;2.4;9.08;8
312;1.61;2.4;8.82;8
313;2.96;4.75;16.91;9
314;1.58;2.52;8.85;9
315;1.5;2.44;8.51;8
316;1.43;2.0;7.95;8
317;1.59;2.6;8.72;12
318;3.07;5.12;17.38;8
319;1.63;2.53;8.98;10
